Cost,Impressions,Link clicks,Comments,Reactions,Saves,Shares,Three-second video views,Video watches at 100%,influ,funnel,format,channel
45.48,23894,7,,8,,,,,0,awareness,carrossel,meta
45.25,30421,6,,11,,,5646,3675,0,awareness,video 15s,meta
45.17,34364,29,,32,,7,3737,172,0,awareness,video reels,meta
44.83,2067,42,,29,1,,336,59,0,awareness,gif,meta
44.68,76658,15,,,,,2307,785,0,awareness,stories,meta
44.57,1601,34,,,,,1198,56,0,awareness,video,youtube
44.41,83128,132,,0,,0,19006,16673,0,conversao,múltiplo,tiktok
43.75,4696,32,,,,,2546,1373,0,awareness,video,youtube
43.69,22270,141,,22,,0,1668,142,0,consideracao,display,tiktok
43.23,39133,678,,0,,0,0,0,0,conversao,video 60s,tiktok
42.86,33602,157,,0,,0,0,0,0,conversao,video 60s,tiktok
42.79,9991,33,,6,,,,,0,conversao,display,meta
42.78,34068,42,,17,,,2114,141,0,awareness,video reels,meta
42.67,48679,640,,0,,0,0,0,0,conversao,video 60s,tiktok
42.6,4852,68,,20,,1,458,113,0,conversao,display,meta
42.57,4246,110,,61,,2,,,0,awareness,carrossel,meta
42.43,5424,76,,66,8,1,,,0,awareness,video 30s,meta
42.41,34934,417,,,,,0,0,0,consideracao,display,youtube
42.4,7741,30,,15,,,,,0,conversao,display,meta
42.28,3899,31,,0,,0,1409,1287,0,conversao,múltiplo,tiktok
42.23,26535,680,,0,,0,0,0,0,conversao,video 60s,tiktok
41.89,35393,31,,50,2,2,4272,1928,0,awareness,video 15s,meta
41.62,33471,17,,48,2,,4372,2008,0,awareness,video 15s,meta
41.6,15861,52,,,,1,,,0,awareness,stories,meta
41.46,71426,146,,,,,1894,4,0,awareness,video,youtube
41.42,7220,154,,37,,,495,121,0,awareness,gif,meta
41.35,20271,17,,,,,407,,0,awareness,stories,meta
41.15,1561,20,,,,,1121,59,0,awareness,video,youtube
41.08,42222,88,,610,17,2,8227,2056,0,awareness,video,meta
41.07,7428,99,16,,,,6575,4712,1,awareness,texto,twitter
41.06,11526,152,,94,2,2,,,0,conversao,estatico,meta
40.93,55416,1036,,0,,0,0,0,0,conversao,video 60s,tiktok
40.81,11274,154,,117,1,3,1088,494,0,conversao,video 6s,meta
40.8,17018,16,,4,,,761,27,0,awareness,video 30s,meta
40.72,1741,47,,27,,1,302,53,0,awareness,gif,meta
40.57,8621,268,,,,,8409,8206,0,awareness,video 30s,youtube
40.27,13694,259,,4,,,,,0,consideracao,estatico,meta
39.81,39732,25,,4,,,912,18,0,awareness,video,meta
38.9,29175,19,,7,2,4,,,0,awareness,display,meta
38.85,19268,39,,4,,,,,0,awareness,estatico,meta
38.77,20049,8,,6,,1,,,0,awareness,carrossel,meta
38.76,9284,61,,32,,1,468,219,0,conversao,video 6s,meta
38.73,8061,100,13,,,,7093,2162,1,awareness,texto,twitter
38.72,4643,22,,,,,2882,1704,0,awareness,video,youtube
38.69,4738,57,,,,,3066,1966,0,consideracao,video,youtube
38.62,3194,48,,31,2,,517,65,0,awareness,gif,meta
38.34,4901,22,,5,1,,,,0,awareness,carrossel,meta
38.26,3411,6,,5,,,175,105,0,awareness,video 6s,meta
38.17,7795,242,,,,,7572,7373,0,awareness,video 30s,youtube
38.03,6789,71,,60,,1,,,0,consideracao,video,meta
37.747,11015,23,,,,,2596,62,1,awareness,video 30s,kwai
37.71,3381,22,,,,,1774,925,0,awareness,video,youtube
37.64,29331,403,,0,,0,0,0,0,conversao,video 60s,tiktok
37.55,3989,3,,,,,2534,1614,0,awareness,video,youtube
37.53,9100,258,,,,,7441,6087,0,awareness,video 30s,youtube
37.51,10199,429,,0,,0,0,0,0,conversao,video 60s,tiktok
37.47,5929,58,,34,,1,335,180,0,conversao,video 6s,meta
37.32,6338,48,,7,1,,1,1,0,conversao,display,meta
37.2,33867,271,,0,,0,0,0,0,conversao,video 60s,tiktok
37.19,78595,595,,,,,882,3,0,awareness,video,youtube
37.17,14530,52,,2222,26,8,,,0,awareness,estatico,meta
37.16,7001,121,,21,1,2,513,96,0,awareness,video 15s,meta
36.94,11951,64,,37,1,1,24,8,0,awareness,video,meta
36.87,3924,19,,,,,2290,1340,0,awareness,video,youtube
36.76,3681,2,,,,,355,41,0,conversao,video 30s,youtube
36.73,4912,29,,10,,,,,0,conversao,carrossel,meta
36.57,11690,11,,,,,7842,5260,0,awareness,video 30s,youtube
36.56,14235,13,,11,,,3058,1997,0,awareness,video,meta
36.34,15910,15,,4,,,549,56,1,awareness,video,meta
36.31,25643,145,,0,,0,2418,2394,0,conversao,video 60s,tiktok
36.09,2261,24,,13,4,1,380,64,0,awareness,gif,meta
36.03,4229,17,,8,,,,,0,awareness,carrossel,meta
35.91,2717,6,,6,,,179,104,0,awareness,video 6s,meta
35.74,60145,30,,,,3,,,0,awareness,stories,meta
35.41,3120,12,,16,4,,1699,1149,0,consideracao,video 30s,meta
35.27,6435,156,,10,,,561,355,0,consideracao,video 10s,meta
35.02,5356,364,,0,,0,1928,1058,0,conversao,video 60s,tiktok
34.73,5014,360,,7,,,366,108,0,consideracao,video 15s,meta
34.71,31432,52,,58,1,,1377,38,0,awareness,video,meta
34.66,3430,29,,6,,,487,379,0,conversao,estatico,meta
34.56,224,1,,,,,45,5,0,awareness,video,meta
34.46,1699,48,,0,,0,390,293,0,conversao,múltiplo,tiktok
34.45,9860,80,,66,,0,1871,122,0,consideracao,video 15s,tiktok
34.35,49094,34,,,,3,2508,1385,0,awareness,stories,meta
34.25,1077,19,,12,,,,,0,conversao,múltiplo,meta
34.23,4190,41,,29,2,2,,,0,conversao,carrossel,meta
34.05,22720,65,,153,8,5,3360,3385,0,awareness,gif,meta
33.92,25490,19,,6,,1,717,2,1,awareness,video,meta
33.73,1453,23,,29,1,1,304,75,0,awareness,gif,meta
33.25,6477,92,,29,4,3,,,0,awareness,estatico,meta
33.24,17911,270,,5,,,,,0,consideracao,display,meta
33.23,16790,23,,3,,,663,53,0,awareness,video,meta
33.08,3979,36,,12,,1,388,180,0,conversao,video 6s,meta
32.62,1095,20,,,,,858,127,0,awareness,video,youtube
32.45,3556,15,,,,,1981,1100,0,awareness,video,youtube
32.07,3020,5,,,,,1693,938,0,awareness,video,youtube
32.02,13008,224,,0,,0,0,0,0,conversao,video 60s,tiktok
31.99,3373,92,,18,,1,,,0,awareness,estatico,meta
31.89,3819,13,,,,,2009,1048,0,awareness,video,youtube
31.85,6453,18,,,,,0,0,0,consideracao,bumper,youtube
31.85,3649,74,,42,,,,,0,conversao,carrossel,meta
31.83,11618,78,,56,,1,6220,102,1,consideracao,video,tiktok
31.74,116301,24,,,,5,,,0,awareness,stories,meta
31.63,20810,239,,0,,0,0,0,0,conversao,video 60s,tiktok
31.63,3402,117,,4,,,518,379,0,consideracao,video 10s,meta
31.62,47276,257,,0,,0,0,0,0,conversao,video 60s,tiktok
31.43,6171,18,,9,,1,2713,112,1,consideracao,reels,meta
31.38,3697,34,,25,,1,347,62,0,conversao,video 15s,meta
31.25,3906,163,,45,,,413,144,0,conversao,video 10s,meta
31.23,5998,82,,130,,,,,0,consideracao,video,meta
30.97,3241,21,,,,,1751,947,0,awareness,video,youtube
30.75,6389,56,,17,,,691,178,0,conversao,video 15s,meta
30.31,4349,36,,7,,1,,,0,conversao,display,meta
30.15,1965,41,,0,,0,0,0,0,conversao,video 60s,tiktok
30.11,2847,262,,1,,,645,232,0,consideracao,video 15s,meta
29.96,11118,63,,9,,,768,164,0,awareness,gif,meta
29.95,70108,61,,0,,0,2722,2142,0,conversao,múltiplo,tiktok
29.92,50213,2349,,,,,1012,0,0,awareness,video,youtube
29.83,3273,18,,,,,2021,1252,0,awareness,video,youtube
29.8,31005,251,,0,,0,0,0,0,conversao,video 60s,tiktok
29.73,26613,168,,0,,0,0,0,0,conversao,video 60s,tiktok
29.56,20038,5,,,,,,,0,awareness,carrossel,meta
29.54,6932,175,,0,,0,0,0,0,conversao,video 60s,tiktok
29.46,2330,26,,12,,,177,64,0,conversao,video 10s,meta
29.41,4000,22,,12,1,1,443,188,0,conversao,video 6s,meta
29.35,2571,12,,7,,,212,50,0,awareness,video 15s,meta
29.35,40919,2025,,0,,0,0,0,0,consideracao,video,tiktok
29.34,12762,20,,42,3,1,2450,85,1,awareness,video 15s,meta
29.3,1722,12,,4,,,154,68,0,awareness,video,meta
29.1,2124,30,,17,1,,,,0,awareness,estatico,meta
29.08,4919,18,,,,,426,32,0,awareness,video,youtube
28.99,910,11,,,,,535,20,0,awareness,video,youtube
28.97,3396,5,,,,,1792,957,0,awareness,video 30s,youtube
28.88,2001,38,,22,,,,,0,conversao,display,meta
28.84,12923,32,,,,,855,7,1,awareness,video,meta
28.68,24653,37,,24,4,2,1387,60,0,awareness,video,meta
28.61,4126,12,,1,1,,221,32,0,conversao,video 15s,meta
28.58,3721,48,,0,,0,0,0,0,conversao,video 60s,tiktok
28.56,1003,11,,,,,751,45,0,awareness,video,youtube
28.52,6213,37,,33,,1,3428,364,1,consideracao,reels,meta
28.51,3288,13,,6,1,,,,0,conversao,display,meta
28.38,2500,14,,,,,1526,929,0,awareness,video,youtube
28.37,3900,48,,20,,3,,,0,conversao,carrossel,meta
28.21,16949,35,,4,,,790,94,0,awareness,video 15s,meta
28.13,3644,115,,4,,,516,372,0,consideracao,video 10s,meta
28.09,13376,103,,26,,0,1426,112,0,consideracao,display,tiktok
28.08,26627,41,,3,,,,,0,awareness,display,meta
27.79,7886,86,,20,,,1815,15,1,awareness,video reels,meta
27.61,4679,12,,,,,421,33,0,awareness,video,youtube
27.54,2121,7,,,,,1097,559,0,awareness,video,youtube
27.49,4357,108,,15,1,1,,,0,conversao,estatico,meta
27.47,30202,310,,0,,0,5691,4017,0,conversao,video 60s,tiktok
27.4,3252,76,,1,,,1323,440,0,consideracao,video 15s,meta
27.27,4491,54,,8,1,1,,,0,conversao,display,meta
27,4445,79,,,,,1887,798,0,awareness,video 21s,youtube
26.97,2023,29,,18,1,1,237,43,0,awareness,gif,meta
26.89,9530,15,,,,,5745,3457,0,awareness,video 30s,meta
26.61,23441,206,,453,15,11,3200,533,0,awareness,gif,meta
26.57,1012,17,,,,,731,29,0,awareness,video,youtube
26.52,1289,54,,11,,1,152,53,0,conversao,video 10s,meta
26.5,13344,12,,19,,1,1695,19,0,awareness,video reels,meta
26.46,8721,13,,,,,0,0,0,awareness,video 15s,youtube
26.4,4377,80,,14,,,253,67,0,awareness,gif,meta
26.39,1456,6,,,,,72,0,0,awareness,video,youtube
26.21,8582,86,,14,,0,808,55,0,consideracao,display,tiktok
26.06,43708,708,,,,,916,3,0,awareness,video,youtube
25.99,3734,60,,13,,1,,,0,conversao,estatico,meta
25.89,18228,35,,38,2,3,2921,624,0,awareness,video,meta
25.7,4699,52,,854,10,1,,,0,awareness,estatico,meta
25.64,44714,793,,0,,0,0,0,0,conversao,video 60s,tiktok
25.42,4363,21,,437,,,,,0,awareness,estatico,meta
25.24,28776,344,,,,,0,0,0,consideracao,display,youtube
25.22,17454,32,,114,3,3,1312,39,0,awareness,video 15s,meta
25.22,2046,29,,5,,,128,66,0,conversao,display,meta
24.95,20122,14,,6,,,1308,9,1,awareness,video,meta
24.93,18143,21,,6,,3,1177,101,0,awareness,video reels,meta
24.66,5844,16,,,,,1670,344,0,awareness,video,youtube
24.65,12883,79,,42,,,,,0,conversao,carrossel,meta
24.45,19384,189,,0,,0,0,0,0,conversao,video 60s,tiktok
24.37,2147,94,,11,,2,294,210,0,consideracao,video 10s,meta
24.11,419,22,,0,,0,130,90,0,conversao,múltiplo,tiktok
24.06,8109,124,,2,,,,,0,consideracao,estatico,meta
23.97,31756,513,,0,,0,0,0,0,conversao,video 60s,tiktok
23.93,10647,12,,8,,2,459,80,0,awareness,video reels,meta
23.76,13097,132,1,80,,8,4684,431,1,consideracao,video reels,meta
23.69,1905,24,,12,1,1,230,112,0,conversao,video 6s,meta
23.36,33871,11,,,,,1044,256,0,consideracao,stories,meta
23.23,4745,18,,,,,1506,206,0,awareness,video 60s,youtube
23.17,849,19,,,,,636,66,0,awareness,video,youtube
22.99,13545,143,,0,,0,0,0,0,conversao,video 60s,tiktok
22.97,4848,63,,20,,1,,,0,conversao,estatico,meta
22.92,964,18,,25,1,,222,35,0,awareness,gif,meta
22.71,7375,20,,9,,,5,2,0,conversao,display,meta
22.54,1476,15,,21,1,,,,0,awareness,carrossel,meta
22.46,1694,8,,18,2,,261,44,0,conversao,gif,meta
22.46,1748,19,,16,,,228,114,0,conversao,video 6s,meta
22.43,4855,4,,562,12,2,,,0,consideracao,estatico,meta
22.43,28086,25,,17,1,1,3270,1839,0,awareness,video 15s,meta
22.21,2055,13,,,,,1318,845,0,awareness,video,youtube
22.1,2923,100,,4,,,377,279,0,consideracao,video 10s,meta
22.09,30174,8,,,,1,682,364,0,awareness,stories,meta
21.86,2370,5,,,,,1433,863,0,awareness,video,youtube
21.68,1662,20,,11,,2,,,0,awareness,estatico,meta
21.67,7045,5,,,,,5155,3785,0,awareness,video 30s,youtube
21.62,3619,82,,23,,,,,0,conversao,estatico,meta
21.43,4281,17,,8,,1,,,0,conversao,display,meta
21.23,2526,49,,2,,,1009,354,0,consideracao,video 15s,meta
21.15,80246,26,,,,,,,0,awareness,stories,meta
21.02,6597,8,,,,,3093,1448,0,awareness,video 30s,meta
20.89,11143,66,,108,7,1,2745,273,0,awareness,video,meta
20.86,7918,94,,52,,2,,,0,conversao,display,meta
20.51,5996,29,,616,8,,1600,730,0,consideracao,video 15s,meta
20.47,14165,38,,8,,0,841,64,0,awareness,video 10s,tiktok
20.36,2061,26,,,,,1212,690,0,awareness,video,youtube
20.3,1642,9,,,,,368,82,0,awareness,video 30s,youtube
20.18,9517,517,,1,,,,,0,awareness,display,meta
20.08,2229,31,,11,1,,380,62,0,awareness,gif,meta
20.01,2388,28,,12,,,,,0,conversao,display,meta
19.92,3392,10,,4,,,,,0,conversao,estatico,meta
19.85,12462,12,,4,,,505,207,0,awareness,video 6s,meta
19.71,2745,38,,11,,1,,,0,conversao,display,meta
19.61,768,17,,12,,2,133,31,0,awareness,gif,meta
19.59,1988,9,,4,,1,247,116,0,conversao,video 6s,meta
19.59,3988,53,,34,,,197,42,0,conversao,video,meta
19.52,2448,33,,,,,1524,935,0,awareness,video,youtube
19.42,2135,93,,6,,,213,157,0,consideracao,video 10s,meta
19.39,1755,8,,,,,705,268,0,conversao,video 30s,youtube
19.28,1136,3,,,,,1012,837,0,awareness,video 30s,youtube
19.17,14933,166,,4,,,,,0,consideracao,display,meta
19.11,5276,47,,36,,1,,,0,conversao,carrossel,meta
18.94,13978,13,,2,,,710,153,0,awareness,video 15s,meta
18.84,19678,273,,,,,0,0,0,consideracao,display,youtube
18.84,1457,24,,17,2,1,198,38,0,awareness,gif,meta
18.67,7653,12,,2,,1,502,84,0,awareness,video 10s,meta
18.65,3451,29,,7,,,,,0,conversao,display,meta
18.63,14579,19,,174,,1,1787,551,0,awareness,gif,meta
18.52,1380,7,,13,1,,210,33,0,awareness,gif,meta
18.5,1736,44,,24,,,,,0,conversao,carrossel,meta
18.43,5511,120,,24,1,3,567,126,0,awareness,video 30s,meta
18.28,1695,42,,13,,,,,0,conversao,carrossel,meta
18.24,3252,17,,26,2,1,966,332,0,consideracao,video 30s,meta
18.2,16554,121,,0,,0,970,900,0,conversao,video 60s,tiktok
18.16,1473,117,,44,1,3,226,68,0,awareness,video 30s,meta
18.01,1828,27,,4,,,219,37,0,conversao,video 15s,meta
17.86,3321,10,,9,,,1316,85,1,consideracao,reels,meta
17.84,14275,15,,4,,,1217,108,0,awareness,video 30s,meta
17.75,17697,58,,0,,0,0,0,0,conversao,video,tiktok
17.74,34004,7,,,,,1020,331,0,awareness,stories,meta
17.69,15254,23,,17,,,2818,10,0,awareness,video reels,meta
17.66,3219,97,,,,,2951,2714,0,awareness,video 30s,youtube
17.62,4434,9,,22,,1,1206,252,0,awareness,video 15s,meta
17.62,1780,14,,1,,,129,68,0,conversao,video 15s,meta
17.15,2200,149,,28,,3,329,237,0,consideracao,video 10s,meta
17.12,9105,6,,2,,,438,79,0,awareness,video,meta
16.89,7987,5,,,,,251,111,0,awareness,video 6s,meta
16.8,944,9,,3,,,,,0,conversao,display,meta
16.77,7775,12,,4,,,,,0,awareness,carrossel,meta
16.74,3727,6,,793,4,,442,42,0,consideracao,video 15s,meta
16.68,12791,7,,2,,,557,132,0,awareness,video,meta
16.6,4791,139,,,,,264,53,0,conversao,video 15s,youtube
16.54,2370,9,,151,1,,,,0,consideracao,estatico,meta
16.49,2341,3,,,,,234,73,0,awareness,gif,meta
16.37,13294,3,,2,,,379,2,1,awareness,video,meta
16.3,1911,16,,3,,,,,0,conversao,múltiplo,meta
16.29,17664,13,,15,,,,,0,awareness,display,meta
16.23,1237,10,,15,1,,,,0,awareness,carrossel,meta
16.1,2984,2,,,,,2338,1831,0,awareness,video 15s,youtube
16.1,1516,16,,,,,,,0,conversao,carrossel,meta
16,2698,43,,,,,1088,438,0,awareness,video,youtube
15.92,9357,36,8,,,,,,0,awareness,texto,twitter
15.91,12141,82,,0,,0,435,337,0,conversao,video 60s,tiktok
15.78,6861,20,,593,5,2,1250,47,0,awareness,video 15s,meta
15.77,4084,9,,22,,1,1754,93,1,consideracao,reels,meta
15.77,10434,128,,4,,,,,0,consideracao,display,meta
15.65,11830,6,,25,,,,,1,awareness,carrossel,meta
15.56,2665,33,,12,,1,238,35,1,awareness,gif,meta
15.46,10096,11,,5,,,363,63,0,awareness,video,meta
15.41,4180,23,,,1,,228,41,0,awareness,video 15s,meta
15.4,1336,8,,1,,,,,0,awareness,carrossel,meta
15.36,433,26,,9,,,90,18,0,awareness,gif,meta
15.33,2158,1,,,,,999,462,0,awareness,video 15s,youtube
15.06,9609,8,,1,,,,,0,awareness,carrossel,meta
14.89,1990,45,,14,,1,,,0,awareness,estatico,meta
14.75,2675,70,,12,1,,,,0,conversao,estatico,meta
14.72,724,1,,3,,,151,18,0,awareness,video 15s,meta
14.67,2792,119,,372,3,,,,0,awareness,estatico,meta
14.32,12114,6,,2,,,619,14,0,awareness,reels,meta
14.14,1329,47,,,,,767,447,0,awareness,video 21s,youtube
14.09,157,1,,,1,,28,7,0,awareness,video,meta
14.02,5728,9,,1,,,,,0,awareness,display,meta
14.02,1186,19,,17,1,,,,0,conversao,display,meta
13.91,32966,19,,,,2,,,0,awareness,gif,meta
13.9,7894,32,,179,4,3,1150,984,0,consideracao,gif,meta
13.88,496,11,,,,,373,21,0,awareness,video,youtube
13.8,2124,14,,5,,1,132,27,0,conversao,video,meta
13.72,2235,4,,5,,,,,0,conversao,carrossel,meta
13.68,742,17,,14,2,,87,11,0,awareness,gif,meta
13.43,3193,12,,3,,1,,,0,conversao,display,meta
13.23,1974,10,,11,,,,,0,conversao,carrossel,meta
13.22,6470,17,,3,,4,,,0,awareness,display,meta
13.21,510,14,,11,1,,111,24,0,awareness,gif,meta
13.05,3163,50,,,1,,,,0,awareness,estatico,meta
13.01,915,15,,8,,,,,0,awareness,estatico,meta
12.73,6010,2,,9,,,1194,213,0,awareness,video 6s,meta
12.73,9579,17,,20,,,1179,8,0,awareness,video reels,meta
12.72,6073,68,,0,,0,441,417,0,conversao,video 60s,tiktok
12.72,2689,860,,0,,0,870,757,0,consideracao,video,tiktok
12.55,21915,11,,,,,530,0,0,awareness,video,youtube
12.51,1455,75,,8,,,144,105,0,consideracao,video 10s,meta
12.3,2130,1,,,,,199,67,0,awareness,gif,meta
12.3,2983,54,,2,2,,,,0,awareness,estatico,meta
12.24,1065,19,,2,,,,,0,conversao,carrossel,meta
12.15,1604,32,,4,,,109,16,0,awareness,gif,meta
12.13,2002,49,,6,1,,,,0,conversao,estatico,meta
12.1,1007,3,,,,,475,224,0,awareness,video,youtube
11.95,11615,25,,9,,,2476,1652,0,awareness,video 10s,meta
11.81,7171,68,,,,,,,0,consideracao,carrossel,meta
11.75,1220,2,,,,,593,285,0,awareness,video 21s,youtube
11.61,2699,24,,2,,,197,40,1,awareness,gif,meta
11.4,613,9,,5,,,,,0,conversao,carrossel,meta
11.26,4210,10,,1,,,,,0,awareness,carrossel,meta
11.08,23479,479,,,,,375,1,0,awareness,video,youtube
11.06,3482,27,,88,,4,2069,395,0,awareness,video 15s,meta
11.03,3411,27,,,,,599,99,0,awareness,video 20s,youtube
10.98,8714,4,,,,,,,0,awareness,display,meta
10.96,1412,1,,,,,727,376,0,awareness,video 20s,youtube
10.9,9539,11,,18,,,458,11,0,awareness,video,meta
10.89,1656,5,,,,,562,77,0,awareness,video 60s,youtube
10.8,1555,91,,306,,,,,0,awareness,estatico,meta
10.77,3384,73,,4,,,,,0,consideracao,estatico,meta
10.65,4495,23,,8,,,,,0,conversao,carrossel,meta
10.64,562,12,,11,1,,89,15,0,awareness,gif,meta
10.59,6443,9,,2,,0,359,11,0,awareness,video 30s,tiktok
10.54,11831,6,,2,,,473,209,0,awareness,video 6s,meta
10.52,649,7,,1,,,,,0,conversao,estatico,meta
10.52,1077,27,,19,,,,,0,conversao,carrossel,meta
10.41,1707,18,,9,1,,117,53,0,conversao,video 6s,meta
10.32,4190,746,,0,,0,0,0,0,consideracao,video,tiktok
10.28,6018,18,,1,,,,,0,awareness,display,meta
10.18,1782,14,,1,,,757,2,0,awareness,video 60s,meta
10.09,5373,4,,1,1,,224,24,1,awareness,video 20s,meta
10.03,5398,18,,2,,,234,43,0,awareness,gif,meta
10.02,1146,1,,7,1,,,,0,awareness,carrossel,meta
9.99,736,14,,4,,,,,0,awareness,estatico,meta
9.92,8780,16,,16,,,1743,13,0,awareness,video reels,meta
9.87,6159,23,,53,5,2,1246,476,0,awareness,video 15s,meta
9.86,2357,29,,,,,5,4,0,awareness,carrossel,meta
9.79,610,11,,11,1,,80,14,0,awareness,gif,meta
9.78,1135,41,,,,,620,341,0,awareness,video 15s,youtube
9.77,2651,55,,4,,,,,0,consideracao,estatico,meta
9.74,16215,3,,,,,533,152,0,consideracao,stories,meta
9.73,16592,592,,,,,348,1,0,awareness,video,youtube
9.69,1226,1,,,,,632,331,0,awareness,video 15s,youtube
9.68,22887,887,,,,,422,1,0,awareness,video,youtube
9.68,14084,3,,,,,436,106,0,consideracao,stories,meta
9.62,946,3,,2,,,,,0,conversao,carrossel,meta
9.58,16878,878,,,,,409,2,0,awareness,video,youtube
9.56,2969,20,,,,,320,40,0,consideracao,video,meta
9.54,3354,12,0,4,,0,270,34,0,awareness,video 10s,tiktok
9.32,2307,37,2,10,,1,,,0,awareness,estatico,meta
9.16,1082,21,,13,,,76,25,0,conversao,video 10s,meta
9.1,1338,12,,1,,,83,19,0,awareness,video 15s,meta
8.95,772,19,,13,,,,,0,conversao,carrossel,meta
8.94,1495,33,,2,,,,,0,conversao,estatico,meta
8.75,2108,9,2,225,8,,,,0,consideracao,estatico,meta
8.73,1287,4,,28,,,448,199,0,consideracao,video,meta
8.72,1044,11,,3,,,,,0,conversao,display,meta
8.69,912,20,,18,,,,,0,conversao,carrossel,meta
8.68,3985,5,,6,1,,883,715,0,awareness,video,meta
8.65,7542,8,,20,,,350,10,0,awareness,video,meta
8.54,2416,4,,254,,,889,18,0,awareness,video 30s,meta
8.47,834,32,2,7,,,60,26,0,conversao,video 10s,meta
8.26,4089,5,2,9,,,1458,15,0,awareness,video reels,meta
8.21,750,6,,4,,,,,0,conversao,carrossel,meta
8.2,1227,102,1,4,,,127,50,0,consideracao,video 15s,meta
8.18,935,30,1,21,,,63,16,0,conversao,display,meta
8.17,6135,8,,,,,,,0,awareness,display,meta
8.17,3851,10,0,3,,0,218,15,0,conversao,video 15s,tiktok
8.16,3235,38,,24,,,,,0,conversao,carrossel,meta
8.14,1784,3,,419,3,,245,29,0,consideracao,video 15s,meta
8.14,3314,121,0,95,,0,974,14,1,consideracao,video,tiktok
8.07,1658,10,,4,,,,,0,conversao,display,meta
8.04,16592,9,,,,,481,117,0,awareness,stories,meta
7.97,3706,21,6,,,,3169,917,0,awareness,gif,twitter
7.96,741,8,,5,,,,,0,awareness,carrossel,meta
7.95,3995,5,,,,,85,1,0,awareness,stories,meta
7.89,714,20,1,9,,,60,26,0,conversao,video 10s,meta
7.86,968,26,,5,,1,118,24,0,awareness,gif,meta
7.86,3754,119,0,0,,0,728,427,0,conversao,video 60s,tiktok
7.74,2893,1,,5,1,,1110,539,0,awareness,video 6s,meta
7.53,845,2,,,,,,,0,awareness,carrossel,meta
7.43,212,4,,,,,16,6,0,conversao,video,meta
7.4,1329,19,1,3,,,70,18,0,awareness,video 15s,meta
7.38,1136,26,1,14,,,83,14,0,awareness,video 15s,meta
7.35,1939,165,2,11,,1,265,194,0,consideracao,video 7s,meta
7.3,3412,42,,10,,,951,58,1,consideracao,video reels,meta
7.24,983,23,1,13,,,,,0,conversao,carrossel,meta
7.17,737,69,,1,,,382,219,0,consideracao,video 7s,meta
7.16,3426,1,,9,,,569,224,0,awareness,gif,meta
7.15,3620,8,,47,2,1,679,25,0,awareness,video 15s,meta
7.14,3269,3,,1,,,139,10,0,awareness,video 15s,meta
7.07,3486,4,,3,,,318,3,0,awareness,video reels,meta
7.06,2687,6,2,,,,,,0,awareness,display,twitter
6.87,1674,444,0,0,,0,399,324,0,consideracao,video,tiktok
6.86,1671,8,,1,,,70,16,0,awareness,video 15s,meta
6.85,1210,9,1,5,1,,95,21,0,awareness,gif,meta
6.85,1103,14,,1,,,106,25,0,awareness,gif,meta
6.79,4674,4,,,,1,138,31,0,awareness,video,meta
